   1.4715921600   -0.0662893200   -3.8501271819
  -2.5091410668   -0.0816375289   -1.4179862893
  -2.5091410668   -1.1756821911   -1.4179862893
  -2.0007131610   -2.1444106296   -1.4179862893
  -1.1003320555   -2.7658988335   -1.4179862893
  -0.0142642107   -2.8977713451   -1.4179862893
  -2.0007131610    0.8870909096   -2.4614138291
  -2.5091410668   -0.0816375289   -2.4614138291
  -2.5091410668   -1.1756821911   -2.4614138291
  -2.0007131610   -2.1444106296   -2.4614138291
  -1.1003320555   -2.7658988335   -2.4614138291
  -0.0142642107   -2.8977713451   -2.4614138291
  -1.7727537457    0.4487805628   -3.4015095584
  -2.1228353606   -0.6286598600   -3.4015095584
  -1.7727537457   -1.7061002828   -3.4015095584
  -0.8562281791   -2.3719950850   -3.4015095584
   0.2766597244   -2.3719950850   -3.4015095584
   0.7274824056   -0.6286598600   -4.0520759885
   0.2188490891    0.2523188865   -4.0520759885
  -0.7984175438    0.2523188865   -4.0520759885
  -1.3070508603   -0.6286598600   -4.0520759885
  -0.7984175438   -1.5096386065   -4.0520759885
   0.2188490891   -1.5096386065   -4.0520759885
  -0.2897842273   -0.6286598600   -4.2842604592
   3.2076185865   -0.6286598600    0.0628900825
   2.8575369716    0.4487805628    0.0628900825
   1.9410114050   -2.3719950850    0.0628900825
   2.8575369716   -1.7061002828    0.0628900825
   3.6603448290   -0.6286598600   -0.8772056468
   3.3985228039    0.4335938526   -0.8772056468
   1.6500874699   -2.8977713451   -0.8772056468
   2.6730369993   -2.5098177613   -0.8772056468
   3.3985228039   -1.6909135726   -0.8772056468
   3.6603448290   -0.6286598600   -1.9206331866
   3.3985228039    0.4335938526   -1.9206331866
   1.6500874699   -2.8977713451   -1.9206331866
   2.6730369993   -2.5098177613   -1.9206331866
   3.3985228039   -1.6909135726   -1.9206331866
   3.2076185865   -0.6286598600   -2.8607289159
   2.8575369716    0.4487805628   -2.8607289159
   1.9410114050   -2.3719950850   -2.8607289159
   2.8575369716   -1.7061002828   -2.8607289159
   2.3918340862   -0.6286598600   -3.5112953460
   1.8832007697   -1.5096386065   -3.5112953460
   2.0768175010    1.9822993928   -0.3658666604
   2.6178033333    1.9671126826   -1.3059623897
   1.8923175286    2.7860168713   -1.3059623897
   0.8693679993    3.1739704551   -1.3059623897
  -0.2166998455    3.0420979435   -1.3059623897
  -1.1170809511    2.4206097396   -1.3059623897
   2.8796253584    0.9048589700   -2.3493899296
   2.6178033333    1.9671126826   -2.3493899296
   1.8923175286    2.7860168713   -2.3493899296
   0.8693679993    3.1739704551   -2.3493899296
  -0.2166998455    3.0420979435   -2.3493899296
  -1.1170809511    2.4206097396   -2.3493899296
  -1.6255088568    1.4518813011   -2.3493899296
   2.4268991159    0.9048589700   -3.2894856589
   2.0768175010    1.9822993928   -3.2894856589
   1.1602919343    2.6481941950   -3.2894856589
   0.0274040309    2.6481941950   -3.2894856589
  -0.8891215358    1.9822993928   -3.2894856589
   1.6111146155    0.9048589700   -3.9400520890
   1.1024812991    1.7858377165   -3.9400520890
   0.0852146661    1.7858377165   -3.9400520890
  -0.4234186503    0.9048589700   -3.9400520890
   0.5938479826    0.9048589700   -4.1722365596
   1.8778392806    0.0984937800    1.9311797296
   2.4575254285    0.0984937800    1.0636181001
   2.2128584703    1.1704497639    1.0636181001
   2.2128584703   -0.9734622039    1.0636181001
   2.4575254285    1.1218524974    0.0402593826
  -2.6872462664    0.0984937800    0.0402593826
  -2.2390206031    1.1704497639   -0.9830993348
  -2.4836875612    0.0984937800   -0.9830993348
   2.1329241924   -1.0762091500    1.1719519020
  -0.7279775777   -3.3577021799    1.1719519020
   0.3134942142   -3.3577021799    1.1719519020
   1.2518278754   -2.9058245046    1.1719519020
   1.9011749166   -2.0915690696    1.1719519020
  -2.5474075560   -1.0762091500    0.1036967224
  -2.3156582801   -2.0915690696    0.1036967224
  -1.6663112390   -2.9058245046    0.1036967224
  -0.7279775777   -3.3577021799    0.1036967224
   0.3134942142   -3.3577021799    0.1036967224
   1.2518278754   -2.9058245046    0.1036967224
  -1.4361974220   -2.4944996802   -0.8587679373
  -0.4743192883   -2.9337747051   -0.8587679373
   0.5723540984   -2.7832857912   -0.8587679373
  -0.4970144636   -0.9101660100    3.8742136324
   0.5202521693   -0.9101660100    3.6420291617
   0.0116188529   -0.0291872635    3.6420291617
  -1.0056477801   -0.0291872635    3.6420291617
  -1.5142810965   -0.9101660100    3.6420291617
  -1.0056477801   -1.7911447565    3.6420291617
   0.0116188529   -1.7911447565    3.6420291617
   1.3360366697   -0.9101660100    2.9914627316
   0.9859550548    0.1672744128    2.9914627316
   0.0694294881    0.8331692150    2.9914627316
  -1.0634584153    0.8331692150    2.9914627316
  -1.9799839820    0.1672744128    2.9914627316
  -2.3300655969   -0.9101660100    2.9914627316
  -1.9799839820   -1.9876064328    2.9914627316
  -1.0634584153   -2.6535012350    2.9914627316
   0.0694294881   -2.6535012350    2.9914627316
   0.9859550548   -1.9876064328    2.9914627316
   1.7887629122   -0.9101660100    2.0513670023
  -2.2079433973    0.6055847596    2.0513670023
  -2.7163713030   -0.3631436789    2.0513670023
  -2.7163713030   -1.4571883411    2.0513670023
  -2.2079433973   -2.4259167796    2.0513670023
  -1.3075622917   -3.0474049835    2.0513670023
  -0.2214944469   -3.1792774951    2.0513670023
   0.8014550824   -2.7913239113    2.0513670023
   1.5269408871   -1.9724197226    2.0513670023
  -2.7163713030   -0.3631436789    1.0079394624
  -2.7163713030   -1.4571883411    1.0079394624
  -2.2079433973   -2.4259167796    1.0079394624
  -0.1936790711    1.1316051000    2.9964304887
   0.8477927207    1.1316051000    2.7587213485
   0.3270568248    2.0335461291    2.7587213485
  -0.7144149671    2.0335461291    2.7587213485
  -1.2351508630    1.1316051000    2.7587213485
   1.6829882514    1.1316051000    2.0926751382
   1.3850739439    2.1462080554    2.0926751382
   0.5859167091    2.8386817412    2.0926751382
  -0.4607566776    2.9891706551    2.0926751382
  -1.4226348113    2.5498956302    2.0926751382
  -1.9943281809    1.6603233831    2.0926751382
   1.9147375272    2.1469650196    1.1302104785
   1.2653904861    2.9612204546    1.1302104785
   0.3270568248    3.4130981299    1.1302104785
  -0.7144149671    3.4130981299    1.1302104785
  -1.6527486283    2.9612204546    1.1302104785
  -2.3020956695    2.1469650196    1.1302104785
  -2.5338449453    1.1316051000    1.1302104785
   1.9147375272    2.1469650196    0.0619552989
   1.2653904861    2.9612204546    0.0619552989
   0.3270568248    3.4130981299    0.0619552989
  -0.7144149671    3.4130981299    0.0619552989
  -1.6527486283    2.9612204546    0.0619552989
  -2.3020956695    2.1469650196    0.0619552989
  -2.5338449453    1.1316051000    0.0619552989
  -0.4607566776    2.9891706551   -0.9005093608
  -1.4226348113    2.5498956302   -0.9005093608
  -1.9943281809    1.6603233831   -0.9005093608
   1.4935115740   -0.0662893200   -4.2513987501
  -2.5201623828   -1.7027533700   -0.9143007206
  -2.7653172174    0.3967394786   -1.9397000592
  -2.9692818273   -0.6286598600   -1.9397000592
  -2.7653172174   -1.6540591986   -1.9397000592
  -2.1844751505   -2.5233507831   -1.9397000592
  -1.3151835659   -3.1041928501   -1.9397000592
  -0.2897842273   -3.3081574600   -1.9397000592
  -1.8332538008    1.3067897675   -2.9650993978
  -2.5201623828    0.4454336500   -2.9650993978
  -2.7653172174   -0.6286598600   -2.9650993978
  -2.5201623828   -1.7027533700   -2.9650993978
  -1.8332538008   -2.5641094875   -2.9650993978
  -0.8406421403   -3.0421260695   -2.9650993978
   0.2610736857   -3.0421260695   -2.9650993978
  -1.5305429159    0.8032519987   -3.8343909823
  -2.1077268552   -0.0948637418   -3.8343909823
  -2.1077268552   -1.1624559782   -3.8343909823
  -1.5305429159   -2.0605717187   -3.8343909823
  -0.5594268596   -2.5040655615   -3.8343909823
   0.4972988271   -2.3521313450   -3.8343909823
   0.7356151113   -0.6286598600   -4.4152330492
   0.2229154420    0.2593620162   -4.4152330492
  -0.8024838966    0.2593620162   -4.4152330492
  -1.3151835659   -0.6286598600   -4.4152330492
  -0.8024838966   -1.5166817362   -4.4152330492
   0.2229154420   -1.5166817362   -4.4152330492
  -0.2897842273   -0.6286598600   -4.6191976592
   3.2692583764   -0.6286598600    0.4957715064
   2.9684828860   -1.6530071095    0.4957715064
   3.8501004433   -0.6286598600   -0.3735200781
   3.6049456088    0.4454336500   -0.3735200781
   1.9254253663   -3.0421260695   -0.3735200781
   2.9180370267   -2.5641094875   -0.3735200781
   3.6049456088   -1.7027533700   -0.3735200781
   4.0540650533   -0.6286598600   -1.3989194167
   3.8501004433    0.3967394786   -1.3989194167
   3.2692583764    1.2660310631   -1.3989194167
   1.3745674533   -3.3081574600   -1.3989194167
   2.3999667919   -3.1041928501   -1.3989194167
   3.2692583764   -2.5233507831   -1.3989194167
   3.8501004433   -1.6540591986   -1.3989194167
   3.8501004433   -0.6286598600   -2.4243187553
   3.6049456088    0.4454336500   -2.4243187553
   0.8237095403   -3.0421260695   -2.4243187553
   1.9254253663   -3.0421260695   -2.4243187553
   2.9180370267   -2.5641094875   -2.4243187553
   3.6049456088   -1.7027533700   -2.4243187553
   3.2692583764   -0.6286598600   -3.2936103398
   2.9684828860    0.3956873895   -3.2936103398
   1.1049248210   -2.5040655615   -3.2936103398
   2.1616505077   -2.3521313450   -3.2936103398
   2.9684828860   -1.6530071095   -3.2936103398
   2.3999667919   -0.6286598600   -3.8744524068
   1.8872671226   -1.5166817362   -3.8744524068
   2.8242261381    1.9789524800   -0.8022768211
   2.1373175561    2.8403085975   -0.8022768211
   1.1447058956    3.3183251795   -0.8022768211
   3.0693809727    1.9302583086   -1.8276761596
   2.4885389057    2.7995498931   -1.8276761596
   1.6192473212    3.3803919601   -1.8276761596
   0.5938479826    3.5843565700   -1.8276761596
  -0.4315513560    3.3803919601   -1.8276761596
  -1.3008429405    2.7995498931   -1.8276761596
  -1.8816850075    1.9302583086   -1.8276761596
   3.0693809727    0.9048589700   -2.8530754982
   2.8242261381    1.9789524800   -2.8530754982
   2.1373175561    2.8403085975   -2.8530754982
